z_why,c_id,c_h,c_r_,c_r,lesson_topic,c_revision,z_what,e,_split
elaborate_answer,6166532_25,"[{'id': 25, 'text': 'That is correct.', 'time': '12:58', 'user': 'tutor'}
 {'id': 26, 'text': 'A ray can be defined as a part of a line that has a fixed starting point but no end point.', 'time': '13:09', 'user': 'tutor'}
 {'id': 27, 'text': 'So according to the graph which one is a ray?', 'time': '13:50', 'user': 'tutor'}
 {'id': 28, 'text': 'J ?', 'time': '14:36', 'user': 'student'}]","[{'is_revised': True, 'text': 'A ray has to have two letters in its name. The first letter is the starting point and the second letter is any point on the ray.', 'user': 'tutor'}]","[{'id': 29, 'text': 'That was a good try.', 'time': '15:01', 'user': 'tutor'}
 {'id': 30, 'text': 'But according to the definition of a ray, FM represents it correctly.', 'time': '16:10', 'user': 'tutor'}
 {'id': 31, 'text': 'The answer is FM.', 'time': '17:34', 'user': 'tutor'}
 {'id': 32, 'text': 'Do you have any question so far?', 'time': '17:59', 'user': 'tutor'}]",4.6A.Geometric Lines,"[{'is_revised': True, 'text': 'A ray has to have two letters in its name. The first letter is the starting point and the second letter is any point on the ray.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'JK', 'user': 'student'}
 {'is_revised': True, 'text': ""JK is actually a segment because it doesn't continue forever."", 'user': 'tutor'}]",explain_concept,guess,train
diagnose_mistake,2979950_101,"[{'id': 101, 'text': 'Here you go, give it a shot.', 'time': '34:15', 'user': 'tutor'}
 {'id': 102, 'text': 'ok', 'time': '34:19', 'user': 'student'}
 {'id': 103, 'text': 'Do you need any hints to solve this one?', 'time': '34:45', 'user': 'tutor'}
 {'id': 104, 'text': '142', 'time': '34:52', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hmm, not quite. Our number is 142.5, and we want to round it to the nearest whole number. Do you know which number we need to look at when rounding to the nearest whole number?', 'user': 'tutor'}]","[{'id': 105, 'text': 'You made a good try.', 'time': '35:07', 'user': 'tutor'}]",3.4B.Rounding Whole Numbers,"[{'is_revised': True, 'text': 'Hmm, not quite. Our number is 142.5, and we want to round it to the nearest whole number. Do you know which number we need to look at when rounding to the nearest whole number?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'The 2', 'user': 'student'}
 {'is_revised': True, 'text': 'Ah, nope. When rounding to the nearest whole number, we look at the number immediately to the right of the decimal point. If it is 5 or greater, then we round up. Otherwise, we round down', 'user': 'tutor'}]",ask_question,right-idea,train
understand_topic,2963782_110,"[{'id': 110, 'text': 'How many centimeters are in meter?', 'time': '40:52', 'user': 'tutor'}
 {'id': 111, 'text': '1000', 'time': '41:04', 'user': 'student'}
 {'id': 112, 'text': 'Is that your final answer?', 'time': '41:22', 'user': 'tutor'}
 {'id': 113, 'text': 'yas', 'time': '41:29', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ah, not quite. Please take a look at this metric converter chart: https://i.etsystatic.com/29493720/r/il/3d8649/4369460039/il_794xN.4369460039_14ar.jpg', 'user': 'tutor'}
 {'is_revised': True, 'text': 'You can use this as a reference for this assignment, but please do your best to have it memorized by our next meeting', 'user': 'tutor'}]","[{'id': 114, 'text': ""That's good try!"", 'time': '41:42', 'user': 'tutor'}
 {'id': 115, 'text': '100 centimeters is equal to 1 meter.', 'time': '42:01', 'user': 'tutor'}]",5.7A.Metric Conversions and Word Problems,"[{'is_revised': True, 'text': 'Ah, not quite. Please take a look at this metric converter chart: https://i.etsystatic.com/29493720/r/il/3d8649/4369460039/il_794xN.4369460039_14ar.jpg', 'user': 'tutor'}
 {'is_revised': True, 'text': 'You can use this as a reference for this assignment, but please do your best to have it memorized by our next meeting', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Ok', 'user': 'student'}
 {'is_revised': True, 'text': 'Based on this chart, how many centimeters are there in a meter?', 'user': 'tutor'}
 {'is_revised': True, 'text': '100', 'user': 'student'}
 {'is_revised': True, 'text': 'Well done!', 'user': 'tutor'}]",Provided a visual aid.,right-idea,train
End session,6303295_3,"[{'id': 3, 'text': 'Do you want me to end this sessiion?', 'time': '02:21', 'user': 'tutor'}
 {'id': 4, 'text': 'yes', 'time': '02:31', 'user': 'student'}
 {'id': 5, 'text': 'Before we end the session, is there anything else I can help you with?', 'time': '02:40', 'user': 'tutor'}
 {'id': 6, 'text': 'no', 'time': '02:54', 'user': 'student'}]","[{'is_revised': True, 'text': 'ok great, have a great night!', 'user': 'tutor'}]","[{'id': 7, 'text': 'Thank you for your efforts today! Please fill in the feedback form as you leave. See you next time ', 'time': '03:03', 'user': 'tutor'}
 {'id': 8, 'text': 'Have a nice day.', 'time': '03:07', 'user': 'tutor'}
 {'id': 9, 'text': 'Thank you.', 'time': '03:12', 'user': 'tutor'}
 {'id': 10, 'text': 'Bye.', 'time': '03:14', 'user': 'tutor'}]",Unknown,"[{'is_revised': True, 'text': 'ok great, have a great night!', 'user': 'tutor'}
 {'is_revised': True, 'text': 'You too', 'user': 'student'}
 {'is_revised': True, 'text': 'Bye', 'user': 'tutor'}]",End session,End session,train
understand_topic,2979941_57,"[{'id': 57, 'text': 'Let us focus into the topic.', 'time': '32:12', 'user': 'tutor'}
 {'id': 58, 'text': 'ok', 'time': '32:20', 'user': 'student'}
 {'id': 59, 'text': 'Which types of quadrilaterals could the pool not be because it only has 1 pair of parallel sides?', 'time': '33:13', 'user': 'tutor'}
 {'id': 60, 'text': 'cube', 'time': '33:35', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! You are on the right track. A cube is a 3 dimensional object, but we want a quadrilateral (with only 4 sides)', 'user': 'tutor'}]","[{'id': 61, 'text': 'That was a very good try. Plus 1 point.', 'time': '34:05', 'user': 'tutor'}
 {'id': 62, 'text': 'Parallelograms, rectangles, squares, and rhombuses all have 2 pairs of parallel sides.', 'time': '34:12', 'user': 'tutor'}]",3.6B.Quadrilaterals,"[{'is_revised': True, 'text': 'Great try! You are on the right track. A cube is a 3 dimensional object, but we want a quadrilateral (with only 4 sides)', 'user': 'tutor'}
 {'is_revised': True, 'text': 'oh. trapezoid?', 'user': 'student'}
 {'is_revised': True, 'text': 'Great!', 'user': 'tutor'}]",explain_concept,right-idea,train
motivate_student,2916344_54,"[{'id': 54, 'text': 'So, the answer is 2 thousands blocks.', 'time': '33:57', 'user': 'tutor'}
 {'id': 55, 'text': 'Here you go!', 'time': '34:10', 'user': 'tutor'}
 {'id': 56, 'text': 'What is the value of 5 in 2,593?', 'time': '34:42', 'user': 'tutor'}
 {'id': 57, 'text': 'hudrid', 'time': '35:09', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great! The 5 is in the hundreds spot.', 'user': 'tutor'}]","[{'id': 58, 'text': 'Your final answer is just a little bit off.', 'time': '35:46', 'user': 'tutor'}
 {'id': 59, 'text': 'The place value of 5 in 2,593 is hundreds.', 'time': '36:04', 'user': 'tutor'}
 {'id': 60, 'text': 'The value of 5 in 2,593 is 500.', 'time': '36:23', 'user': 'tutor'}
 {'id': 61, 'text': 'Good! Plus 2 points.', 'time': '36:35', 'user': 'tutor'}
 {'id': 62, 'text': '""We are left with 8 minutes in the session. Let\'s move on to the Exit Ticket Section.""', 'time': '36:54', 'user': 'tutor'}
 {'id': 63, 'text': 'There are 3 questions.', 'time': '37:06', 'user': 'tutor'}]",4.2A.Place Value,"[{'is_revised': True, 'text': 'Great! The 5 is in the hundreds spot.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'cool', 'user': 'student'}
 {'is_revised': True, 'text': 'What about the place value of the 9 in 3,593?', 'user': 'tutor'}]",affirm_correct_answer,imprecise,train
understand_topic,4111828_8,"[{'id': 8, 'text': 'Today, we will work on the topic "" Rounding decimal numbers.""', 'time': '06:39', 'user': 'tutor'}
 {'id': 9, 'text': 'oooooh okay!!', 'time': '06:47', 'user': 'student'}
 {'id': 10, 'text': 'What is the value of pi?', 'time': '07:02', 'user': 'tutor'}
 {'id': 11, 'text': '3.159? ( i have no clue)', 'time': '07:27', 'user': 'student'}]","[{'is_revised': True, 'text': 'That is close! 3.14 is the value of pi.', 'user': 'tutor'}]","[{'id': 12, 'text': 'You have got 1 point for your efforts.', 'time': '08:05', 'user': 'tutor'}]",5.2C.Rounding Decimal Numbers,"[{'is_revised': True, 'text': 'That is close! 3.14 is the value of pi.', 'user': 'tutor'}
 {'is_revised': True, 'text': 'okay', 'user': 'student'}
 {'is_revised': True, 'text': 'There are more numbers but we round the value to 3.14', 'user': 'tutor'}]",explain_concept,guess,train
understand_topic,6136458_70,"[{'id': 70, 'text': 'wait', 'time': '25:48', 'user': 'student'}
 {'id': 71, 'text': '8', 'time': '26:22', 'user': 'student'}
 {'id': 72, 'text': 'Are you sure about your answer?', 'time': '26:46', 'user': 'tutor'}
 {'id': 73, 'text': 'YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS', 'time': '26:56', 'user': 'student'}]","[{'is_revised': True, 'text': 'Hm, not quite. Could you let me know why you think the answer is 8?', 'user': 'tutor'}]","[{'id': 74, 'text': 'Your answer is incorrect.', 'time': '27:28', 'user': 'tutor'}
 {'id': 75, 'text': 'Please try again.', 'time': '27:43', 'user': 'tutor'}]",4.5A.Geometric Lines,"[{'is_revised': True, 'text': 'Hm, not quite. Could you let me know why you think the answer is 8?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Because the other line is 8 and they are parallel', 'user': 'student'}
 {'is_revised': True, 'text': ""Oh I see. Parallel just means that they will never touch. It doesn't mean that they are the same length"", 'user': 'tutor'}]",explain_concept,right-idea,train
elaborate_answer,2939685_28,"[{'id': 28, 'text': 'Your answer is correct plus 1 point!', 'time': '19:11', 'user': 'tutor'}
 {'id': 29, 'text': 'What would the division expression be for this problem?', 'time': '19:49', 'user': 'tutor'}
 {'id': 30, 'text': 'Are you working on it?', 'time': '20:53', 'user': 'tutor'}
 {'id': 31, 'text': '32', 'time': '21:00', 'user': 'student'}]","[{'is_revised': True, 'text': 'Good try! Can you show your first step on the whiteboard?', 'user': 'tutor'}]","[{'id': 32, 'text': 'That was a good effort.', 'time': '21:22', 'user': 'tutor'}
 {'id': 33, 'text': 'Let me help you.', 'time': '21:29', 'user': 'tutor'}]",3.4H.Understanding Division,"[{'is_revised': True, 'text': 'Good try! Can you show your first step on the whiteboard?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'sure', 'user': 'student'}
 {'is_revised': True, 'text': ""Ok so you have the division expression written there, that's the answer the problem was looking for!"", 'user': 'tutor'}]",ask_question,diagnose,train
explain_mistake,6377203_25,"[{'id': 25, 'text': ""Now you'll see the next question on board."", 'time': '13:15', 'user': 'tutor'}
 {'id': 26, 'text': 'ok', 'time': '15:02', 'user': 'student'}
 {'id': 27, 'text': 'Is that 10 or 15?', 'time': '15:06', 'user': 'tutor'}
 {'id': 28, 'text': '15', 'time': '15:35', 'user': 'student'}]","[{'is_revised': True, 'text': ""That's not correct. What are the two numbers being compared?"", 'user': 'tutor'}]","[{'id': 29, 'text': 'Please recheck it.', 'time': '15:56', 'user': 'tutor'}]",4.2C.Multiplicative Comparisons,"[{'is_revised': True, 'text': ""That's not correct. What are the two numbers being compared?"", 'user': 'tutor'}
 {'is_revised': True, 'text': '10 and 15', 'user': 'student'}
 {'is_revised': True, 'text': 'We are comparing 5 times 2 and 2 times 5.', 'user': 'tutor'}]",ask_question,diagnose,train
motivate_student,6348265_61,"[{'id': 61, 'text': '2x1', 'time': '15:15', 'user': 'student'}
 {'id': 62, 'text': ""That's great!"", 'time': '15:35', 'user': 'tutor'}
 {'id': 63, 'text': 'Do you have any questions so far?', 'time': '16:52', 'user': 'tutor'}
 {'id': 64, 'text': 'no', 'time': '16:58', 'user': 'student'}]","[{'is_revised': True, 'text': ""Great! Let's try another. What is 7 x 5?"", 'user': 'tutor'}]","[{'id': 65, 'text': 'Plus 1 for your efforts!', 'time': '17:06', 'user': 'tutor'}
 {'id': 66, 'text': 'We have completed this question.', 'time': '17:20', 'user': 'tutor'}
 {'id': 67, 'text': ""Let's get directed to the next question on the whiteboard."", 'time': '17:27', 'user': 'tutor'}
 {'id': 68, 'text': 'What is the product of 956 and 23?', 'time': '17:45', 'user': 'tutor'}
 {'id': 69, 'text': 'Go ahead and show your work on the whiteboard.', 'time': '18:15', 'user': 'tutor'}]",5.3I.Multiplying Whole Numbers (Review) - 1,"[{'is_revised': True, 'text': ""Great! Let's try another. What is 7 x 5?"", 'user': 'tutor'}
 {'is_revised': True, 'text': '35', 'user': 'student'}
 {'is_revised': True, 'text': 'Great job!', 'user': 'tutor'}]",affirm_correct_answer,Correct Answer,train
hint_mistake,2928211_32,"[{'id': 32, 'text': 'no i was just clicing stuf', 'time': '28:49', 'user': 'student'}
 {'id': 33, 'text': 'Okay, not to worry.', 'time': '29:05', 'user': 'tutor'}
 {'id': 34, 'text': 'Which shape is this?', 'time': '29:26', 'user': 'tutor'}
 {'id': 35, 'text': 'a spear', 'time': '31:18', 'user': 'student'}]","[{'is_revised': True, 'text': ""Oh you're close. Is this a 2D shape, or 3D shape?"", 'user': 'tutor'}]","[{'id': 36, 'text': 'That is a good effort.', 'time': '31:38', 'user': 'tutor'}]",2.8A.2- and 3-Dimensional Shapes,"[{'is_revised': True, 'text': ""Oh you're close. Is this a 2D shape, or 3D shape?"", 'user': 'tutor'}
 {'is_revised': True, 'text': '2D', 'user': 'student'}
 {'is_revised': True, 'text': ""Yup! Now, a sphere is a 3D shape, so this can't be a sphere. Could you give it another try?"", 'user': 'tutor'}
 {'is_revised': True, 'text': ""Oh, it's a circle."", 'user': 'student'}
 {'is_revised': True, 'text': 'Well done!', 'user': 'tutor'}]",ask_question,guess,train
elaborate_answer,2950088_75,"[{'id': 75, 'text': 'ok', 'time': '34:51', 'user': 'student'}
 {'id': 76, 'text': 'Read the question carefully and choose your correct answer.', 'time': '35:21', 'user': 'tutor'}
 {'id': 77, 'text': 'Is that your final answer?', 'time': '36:05', 'user': 'tutor'}
 {'id': 78, 'text': 'yes', 'time': '36:12', 'user': 'student'}]","[{'is_revised': True, 'text': 'Great try! Can you explain how you got your answer?', 'user': 'tutor'}]","[{'id': 79, 'text': 'Please recheck your answer.', 'time': '36:47', 'user': 'tutor'}]",5.4B.Order of Operations,"[{'is_revised': True, 'text': 'Great try! Can you explain how you got your answer?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'yeah I just did 6+3 x 1', 'user': 'student'}
 {'is_revised': True, 'text': 'Ok great. Remember order of operations! You should multiply the 3 and 1 first before adding to 6', 'user': 'tutor'}]",ask_question,diagnose,train
understand_topic,4106739_76,"[{'id': 76, 'text': 'Go ahead and show your work on the board.', 'time': '34:05', 'user': 'tutor'}
 {'id': 77, 'text': 'What would be the answer?', 'time': '35:15', 'user': 'tutor'}
 {'id': 78, 'text': 'Is this your final answer?', 'time': '35:38', 'user': 'tutor'}
 {'id': 79, 'text': 'i think so', 'time': '35:46', 'user': 'student'}]","[{'is_revised': True, 'text': ""Great try! Let's think this through...how many quarts are in a gallon?"", 'user': 'tutor'}]","[{'id': 80, 'text': 'Please recheck your answer.', 'time': '35:59', 'user': 'tutor'}]",5.7A.Word Problems with Standard Measurement,"[{'is_revised': True, 'text': ""Great try! Let's think this through...how many quarts are in a gallon?"", 'user': 'tutor'}
 {'is_revised': True, 'text': '4 i think?', 'user': 'student'}
 {'is_revised': True, 'text': ""That's correct! So if we want to convert 2 gallons to quarts, what would we do?"", 'user': 'tutor'}]",simplify_question,guess,train
hint_mistake,2916359_55,"[{'id': 55, 'text': 'Okay.', 'time': '28:11', 'user': 'tutor'}
 {'id': 56, 'text': ""At 1255, the hour hand is very close to the 1 because it's almost 1'0 clock."", 'time': '28:47', 'user': 'tutor'}
 {'id': 57, 'text': 'What time is it on the clock?', 'time': '28:55', 'user': 'tutor'}
 {'id': 58, 'text': '11:01', 'time': '29:09', 'user': 'student'}]","[{'is_revised': True, 'text': 'Ah, close! Keep in mind the short hand is the hour and the long hand is the minute, not the other way around', 'user': 'tutor'}]","[{'id': 59, 'text': 'That was a very goo deffort.', 'time': '30:01', 'user': 'tutor'}
 {'id': 60, 'text': 'The clock show 12:55.', 'time': '30:34', 'user': 'tutor'}
 {'id': 61, 'text': 'Is that make sense to you?', 'time': '30:39', 'user': 'tutor'}]",3.7C.Using Time,"[{'is_revised': True, 'text': 'Ah, close! Keep in mind the short hand is the hour and the long hand is the minute, not the other way around', 'user': 'tutor'}
 {'is_revised': True, 'text': 'Oh, then it is 1:55', 'user': 'student'}
 {'is_revised': True, 'text': ""Not quite. I know the short hand is much closer to the 1 than the 12, but it's not at the 1 yet. If it's not at the 1 yet, then you use the number that it most recently passed"", 'user': 'tutor'}]",provide_hint,right-idea,train
understand_topic,2856167_175,"[{'id': 175, 'text': 'Please solve the problem.', 'time': '51:50', 'user': 'tutor'}
 {'id': 176, 'text': 'done', 'time': '52:06', 'user': 'student'}
 {'id': 177, 'text': 'Is that your answer?', 'time': '52:20', 'user': 'tutor'}
 {'id': 178, 'text': 'yes', 'time': '52:27', 'user': 'student'}]","[{'is_revised': True, 'text': ""That is a good try, let's work this problem together."", 'user': 'tutor'}
 {'is_revised': True, 'text': '', 'user': 'tutor'}
 {'is_revised': True, 'text': 'What is a shape with four sides?', 'user': 'tutor'}]","[{'id': 179, 'text': 'Please recheck your work.', 'time': '52:36', 'user': 'tutor'}
 {'id': 180, 'text': 'Is that your final anwer?', 'time': '53:09', 'user': 'tutor'}]",3.6B.Quadrilaterals,"[{'is_revised': True, 'text': ""That is a good try, let's work this problem together."", 'user': 'tutor'}
 {'is_revised': True, 'text': '', 'user': 'tutor'}
 {'is_revised': True, 'text': 'What is a shape with four sides?', 'user': 'tutor'}
 {'is_revised': True, 'text': 'quadrilateral', 'user': 'student'}
 {'is_revised': True, 'text': 'Good job!', 'user': 'tutor'}]",ask_question,diagnose,train
